mep_identifier,mep_honorific_prefix,mep_given_name,mep_family_name,mep_official_given_name,mep_official_family_name,mep_gender,mep_citizenship,mep_place_of_birth,mep_birthday,mep_death_date,mep_image,mep_email,mep_homepage,mep_twitter,mep_facebook_page,mep_facebook_profile,mep_instagram,mep_URI
1005,Mr,Giuseppe,RAUTI,,,male,Italy,Cardinale (CZ),19/11/1926 02:00,02/11/2012 01:00,https://www.europarl.europa.eu/mepphoto/1005.jpg,,,,,,,https://data.europarl.europa.eu/person/1005
1007,Mr,Gianfranco,Fini,,,male,Italy,Bologna,03/01/1952 01:00,,https://www.europarl.europa.eu/mepphoto/1007.jpg,,,,,,,https://data.europarl.europa.eu/person/1007
1010,Mr,Giorgio,La Malfa,,,male,Italy,Milano,13/10/1939 01:00,,https://www.europarl.europa.eu/mepphoto/1010.jpg,,,,,,,https://data.europarl.europa.eu/person/1010
1018,Mr,Francis,Wurtz,,,male,France,Strasbourg,03/01/1948 01:00,,https://www.europarl.europa.eu/mepphoto/1018.jpg,,,,,,,https://data.europarl.europa.eu/person/1018
1020,Mr,Rinaldo,Bontempi,,,male,Italy,Pinerolo (TO),02/01/1944 01:00,14/08/2007 12:00,https://www.europarl.europa.eu/mepphoto/1020.jpg,,,,,,,https://data.europarl.europa.eu/person/1020
1021,Mr,Pierre,Lataillade,,,male,France,Arcachon,27/04/1933 01:00,07/11/2020 01:00,https://www.europarl.europa.eu/mepphoto/1021.jpg,,,,,,,https://data.europarl.europa.eu/person/1021
1022,Mr,Jean-Marie,Le Chevallier,,,male,France,Sceaux,22/11/1936 02:00,30/10/2020 01:00,https://www.europarl.europa.eu/mepphoto/1022.jpg,,,,,,,https://data.europarl.europa.eu/person/1022
1023,Mr,Jean-Marie,Le Pen,,,male,France,La Trinité-sur-Mer (Morbihan),20/06/1928 01:00,,https://www.europarl.europa.eu/mepphoto/1023.jpg,,,,,,,https://data.europarl.europa.eu/person/1023
1026,Mr,Jean-Louis,Bourlanges,,,male,France,Neuilly,13/07/1946 12:00,,https://www.europarl.europa.eu/mepphoto/1026.jpg,,,,,,,https://data.europarl.europa.eu/person/1026
1027,Mr,Jean-Pierre,Cot,,,male,France,Chene-Bougeries (Suisse),23/10/1937 02:00,,https://www.europarl.europa.eu/mepphoto/1027.jpg,,,,,,,https://data.europarl.europa.eu/person/1027
1031,Mr,Detlev,Samland,,,male,Germany,Essen,01/05/1953 01:00,,https://www.europarl.europa.eu/mepphoto/1031.jpg,,,,,,,https://data.europarl.europa.eu/person/1031
1033,Mr,Alonso José,Puerta,,,male,Estonia,Avilés (Asturias),24/03/1944 01:00,,https://www.europarl.europa.eu/mepphoto/1033.jpg,,,,,,,https://data.europarl.europa.eu/person/1033
1036,Mr,Pierre,Bernard-Reymond,,,male,France,Gap (Hautes-Alpes),16/01/1944 01:00,,https://www.europarl.europa.eu/mepphoto/1036.jpg,,,,,,,https://data.europarl.europa.eu/person/1036
1037,Mr,Reimer,Böge,,,male,Germany,Hasenmoor,18/12/1951 01:00,,https://www.europarl.europa.eu/mepphoto/1037.jpg,,,,,,,https://data.europarl.europa.eu/person/1037
1038,Mr,Karl-Heinz,Florenz,,,male,Germany,Neukirchen-Vluyn,22/10/1947 01:00,,https://www.europarl.europa.eu/mepphoto/1038.jpg,,,,,,,https://data.europarl.europa.eu/person/1038
1039,Mr,Honor,Funk,,,male,Germany,Börrat (Baden-Württemberg),27/06/1930 01:00,18/03/2022 01:00,https://www.europarl.europa.eu/mepphoto/1039.jpg,,,,,,,https://data.europarl.europa.eu/person/1039
1040,Mr,Friedrich-Wilhelm,Graefe zu Baringdorf,,,male,Germany,Spenge,29/11/1942 01:00,,https://www.europarl.europa.eu/mepphoto/1040.jpg,,,,,,,https://data.europarl.europa.eu/person/1040
1041,Mr,Winfried,Menrad,,,male,Germany,Schwäbisch Gmünd,10/02/1939 01:00,26/08/2016 12:00,https://www.europarl.europa.eu/mepphoto/1041.jpg,,,,,,,https://data.europarl.europa.eu/person/1041
1045,Mr,Pavlos,SARLIS,??????,??????,male,Greece,Le Pirée,18/08/1932 01:00,04/02/2011 01:00,https://www.europarl.europa.eu/mepphoto/1045.jpg,,,,,,,https://data.europarl.europa.eu/person/1045
1051,Mr,Mihail,PAPAYANNAKIS,??????,?????????????,male,Greece,Kalamata,19/08/1941 12:00,26/05/2009 12:00,https://www.europarl.europa.eu/mepphoto/1051.jpg,,,,,,,https://data.europarl.europa.eu/person/1051
1055,Ms,Godelieve,Quisthoudt-Rowohl,,,female,Germany,Etterbeek (Belgien),18/06/1947 01:00,,https://www.europarl.europa.eu/mepphoto/1055.jpg,,,,,,,https://data.europarl.europa.eu/person/1055
1057,Ms,Claudia,Roth,,,female,Germany,Ulm,15/05/1955 01:00,,https://www.europarl.europa.eu/mepphoto/1057.jpg,,,,,,,https://data.europarl.europa.eu/person/1057
1059,Ms,Hiltrud,Breyer,,,female,Germany,Saarbrücken,22/08/1957 01:00,,https://www.europarl.europa.eu/mepphoto/1059.jpg,,,,,,,https://data.europarl.europa.eu/person/1059
1061,Ms,Lissy,Gröner,,,female,Germany,Langenfeld,31/05/1954 01:00,,https://www.europarl.europa.eu/mepphoto/1061.jpg,,,,,,,https://data.europarl.europa.eu/person/1061
1062,Ms,Karin,Junker,,,female,Germany,Düsseldorf,24/12/1940 12:00,,https://www.europarl.europa.eu/mepphoto/1062.jpg,,,,,,,https://data.europarl.europa.eu/person/1062
1063,Ms,Hedwig,Keppelhoff-Wiechert,,,female,Germany,Südlohn,31/05/1939 01:00,,https://www.europarl.europa.eu/mepphoto/1063.jpg,,,,,,,https://data.europarl.europa.eu/person/1063
1065,Ms,Pasqualina,Napoletano,,,female,Italy,Molfetta (Bari),28/09/1949 01:00,,https://www.europarl.europa.eu/mepphoto/1065.jpg,,,,,,,https://data.europarl.europa.eu/person/1065
1067,Ms,Ulla Margrethe,Sandbæk,,,female,Denmark,Viborg,01/04/1943 12:00,,https://www.europarl.europa.eu/mepphoto/1067.jpg,,,,,,,https://data.europarl.europa.eu/person/1067
1068,Ms,Nicole,Pery,,,female,France,Bayonne,15/05/1943 12:00,,https://www.europarl.europa.eu/mepphoto/1068.jpg,,,,,,,https://data.europarl.europa.eu/person/1068
1073,Ms,Cristiana,Muscardini,,,female,Italy,Cannobio (Verbania),06/11/1948 01:00,,https://www.europarl.europa.eu/mepphoto/1073.jpg,,,,,,,https://data.europarl.europa.eu/person/1073
1076,Mr,Günter,Lüttge,,,male,Germany,Hannover,08/07/1938 01:00,07/09/2000 12:00,https://www.europarl.europa.eu/mepphoto/1076.jpg,,,,,,,https://data.europarl.europa.eu/person/1076
1084,Mr,Yves A.R.,Galland,,,male,France,Paris,08/03/1941 12:00,,https://www.europarl.europa.eu/mepphoto/1084.jpg,,,,,,,https://data.europarl.europa.eu/person/1084
1085,Mr,Pierre,Carniti,,,male,Italy,Castelleone (Cremona),25/09/1936 01:00,05/06/2018 12:00,https://www.europarl.europa.eu/mepphoto/1085.jpg,,,,,,,https://data.europarl.europa.eu/person/1085
1091,Mr,Roberto,Speciale,,,male,Italy,Chiavari (Genova),03/08/1943 12:00,,https://www.europarl.europa.eu/mepphoto/1091.jpg,,,,,,,https://data.europarl.europa.eu/person/1091
1092,Mr,Luciano,Vecchi,,,male,Italy,Roma,19/08/1961 01:00,,https://www.europarl.europa.eu/mepphoto/1092.jpg,,,,,,,https://data.europarl.europa.eu/person/1092
1094,Mr,Achille,Occhetto,,,male,Italy,Torino,03/03/1936 02:00,,https://www.europarl.europa.eu/mepphoto/1094.jpg,,,,,,,https://data.europarl.europa.eu/person/1094
1101,Mr,Luigi,Moretti,,,male,Italy,Nembro (Bergamo),06/06/1944 12:00,,https://www.europarl.europa.eu/mepphoto/1101.jpg,,,,,,,https://data.europarl.europa.eu/person/1101
1102,Mr,Giuseppe,Mottola,,,male,Italy,Calvi S. Nazzaro (Benevento),20/04/1936 01:00,20/11/2007 01:00,https://www.europarl.europa.eu/mepphoto/1102.jpg,,,,,,,https://data.europarl.europa.eu/person/1102
1106,Mr,Renzo,Imbeni,,,male,Italy,Modena,12/10/1944 01:00,22/02/2005 01:00,https://www.europarl.europa.eu/mepphoto/1106.jpg,,,,,,,https://data.europarl.europa.eu/person/1106
1107,Mr,Alexander,Langer,,,male,Italy,Sterzing (BZ),22/02/1946 01:00,03/07/1995 12:00,https://www.europarl.europa.eu/mepphoto/1107.jpg,,,,,,,https://data.europarl.europa.eu/person/1107
1109,Mr,Giulio,Fantuzzi,,,male,Italy,Reggio Emilia,17/09/1950 01:00,,https://www.europarl.europa.eu/mepphoto/1109.jpg,,,,,,,https://data.europarl.europa.eu/person/1109
1114,Ms,Maria Adelaide,Aglietta,,,female,Italy,Torino,04/06/1940 12:00,20/05/2000 12:00,https://www.europarl.europa.eu/mepphoto/1114.jpg,,,,,,,https://data.europarl.europa.eu/person/1114
1120,Ms,Kirsten M.,Jensen,,,female,Denmark,Esbønderup,11/03/1961 01:00,,https://www.europarl.europa.eu/mepphoto/1120.jpg,,,,,,,https://data.europarl.europa.eu/person/1120
1122,Ms,Ria,Oomen-Ruijten,,,female,Netherlands,Echt,06/09/1950 01:00,,https://www.europarl.europa.eu/mepphoto/1122.jpg,,,,,,,https://data.europarl.europa.eu/person/1122
1123,Ms,Karla M.H.,Peijs,,,female,Netherlands,Tilburg,01/09/1944 12:00,,https://www.europarl.europa.eu/mepphoto/1123.jpg,,,,,,,https://data.europarl.europa.eu/person/1123
1125,Ms,Mireille Conception,Domenech,,,female,France,Macon (Saône-et-Loire),08/01/1949 01:00,,https://www.europarl.europa.eu/mepphoto/1125.jpg,,,,,,,https://data.europarl.europa.eu/person/1125
1129,Ms,Catherine,Trautmann,,,female,France,Strasbourg,15/01/1951 01:00,,https://www.europarl.europa.eu/mepphoto/1129.jpg,,,,,,,https://data.europarl.europa.eu/person/1129
1130,Mr,Biagio,De Giovanni,,,male,Italy,Napoli,21/12/1931 02:00,,https://www.europarl.europa.eu/mepphoto/1130.jpg,,,,,,,https://data.europarl.europa.eu/person/1130
1133,Ms,Sylviane H.,Ainardi,,,female,France,Ugines (Savoie),19/12/1947 01:00,,https://www.europarl.europa.eu/mepphoto/1133.jpg,,,,,,,https://data.europarl.europa.eu/person/1133
1135,Mr,Roberto,Barzanti,,,male,Italy,Monterotondo Marittimo (GR),24/01/1939 02:00,,https://www.europarl.europa.eu/mepphoto/1135.jpg,,,,,,,https://data.europarl.europa.eu/person/1135
1137,Mr,Luigi Alberto,Colajanni,,,male,Italy,Bricherasio (Torino),02/10/1943 12:00,,https://www.europarl.europa.eu/mepphoto/1137.jpg,,,,,,,https://data.europarl.europa.eu/person/1137
1140,Mr,José,Mendes Bota,,,male,Portugal,Loulé,04/08/1955 01:00,,https://www.europarl.europa.eu/mepphoto/1140.jpg,,,,,,,https://data.europarl.europa.eu/person/1140
1141,Mr,Manuel,Porto,,,male,Portugal,Coimbra,15/06/1943 12:00,,https://www.europarl.europa.eu/mepphoto/1141.jpg,,,,,,,https://data.europarl.europa.eu/person/1141
1142,Mr,Wim,van Velzen,,,male,Netherlands,Hilversum,13/05/1938 01:00,,https://www.europarl.europa.eu/mepphoto/1142.jpg,,,,,,,https://data.europarl.europa.eu/person/1142
1145,Mr,Niels Anker,Kofoed,,,male,Denmark,Bornholm,21/02/1929 02:00,,https://www.europarl.europa.eu/mepphoto/1145.jpg,,,,,,,https://data.europarl.europa.eu/person/1145
1146,Mr,John C.C.,Stevens,,,male,United Kingdom,"Washington DC, USA",23/05/1955 01:00,,https://www.europarl.europa.eu/mepphoto/1146.jpg,,,,,,,https://data.europarl.europa.eu/person/1146
1148,Mr,Gerardo,Fernández-Albor,,,male,Estonia,Santiago de Compostela,07/09/1917 12:00,12/07/2018 12:00,https://www.europarl.europa.eu/mepphoto/1148.jpg,,,,,,,https://data.europarl.europa.eu/person/1148
1154,Mr,Ben,Fayot,,,male,Luxembourg,Luxembourg,25/06/1937 01:00,,https://www.europarl.europa.eu/mepphoto/1154.jpg,,,,,,,https://data.europarl.europa.eu/person/1154
1157,Mr,René-Emile,Piquet,,,male,France,Lanthenay-Romorantin,23/10/1932 02:00,,https://www.europarl.europa.eu/mepphoto/1157.jpg,,,,,,,https://data.europarl.europa.eu/person/1157
1158,Mr,André,Sainjon,,,male,France,Paris,23/07/1943 12:00,,https://www.europarl.europa.eu/mepphoto/1158.jpg,,,,,,,https://data.europarl.europa.eu/person/1158
1160,Mr,Yves,VERWAERDE,,,male,France,Roubaix,16/05/1947 01:00,12/12/2015 01:00,https://www.europarl.europa.eu/mepphoto/1160.jpg,,,,,,,https://data.europarl.europa.eu/person/1160
1164,Mr,Bruno,Gollnisch,,,male,France,Neuilly-sur-Seine,28/01/1950 01:00,,https://www.europarl.europa.eu/mepphoto/1164.jpg,,,,,,,https://data.europarl.europa.eu/person/1164
1166,Mr,Bruno A.A.,Mégret,,,male,France,Paris,04/04/1949 01:00,,https://www.europarl.europa.eu/mepphoto/1166.jpg,,,,,,,https://data.europarl.europa.eu/person/1166
1167,Mr,Philippe A.R.,Herzog,,,male,France,Bruay,06/03/1940 01:00,,https://www.europarl.europa.eu/mepphoto/1167.jpg,,,,,,,https://data.europarl.europa.eu/person/1167
1175,Mr,Gérard,Caudron,,,male,France,Royaucourt et Chailvet,27/02/1945 01:00,,https://www.europarl.europa.eu/mepphoto/1175.jpg,,,,,,,https://data.europarl.europa.eu/person/1175
1178,Ms,Christine Margaret,ODDY,,,female,United Kingdom,Coventry,20/09/1955 01:00,26/07/2014 12:00,https://www.europarl.europa.eu/mepphoto/1178.jpg,,,,,,,https://data.europarl.europa.eu/person/1178
1183,Ms,Dagmar,Roth-Behrendt,,,female,Germany,Frankfurt/Main,21/02/1953 01:00,,https://www.europarl.europa.eu/mepphoto/1183.jpg,,,,,,,https://data.europarl.europa.eu/person/1183
1185,Ms,Viviane,Reding,,,female,Luxembourg,Esch-sur-Alzette,27/04/1951 01:00,,https://www.europarl.europa.eu/mepphoto/1185.jpg,,,,,,,https://data.europarl.europa.eu/person/1185
1186,Ms,Astrid,Lulling,,,female,Luxembourg,Schifflange,11/06/1929 01:00,,https://www.europarl.europa.eu/mepphoto/1186.jpg,,,,,,,https://data.europarl.europa.eu/person/1186
1188,Ms,Diemut R.,Theato,,,female,Germany,Kleinröhrsdorf/ Dresden,13/04/1937 01:00,,https://www.europarl.europa.eu/mepphoto/1188.jpg,,,,,,,https://data.europarl.europa.eu/person/1188
1190,Ms,María,Izquierdo Rojo,,,female,Estonia,Oviedo,13/09/1946 12:00,,https://www.europarl.europa.eu/mepphoto/1190.jpg,,,,,,,https://data.europarl.europa.eu/person/1190
1191,Ms,Doris,Pack,,,female,Germany,Schiffweiler/Saar,18/03/1942 12:00,,https://www.europarl.europa.eu/mepphoto/1191.jpg,,,,,,,https://data.europarl.europa.eu/person/1191
1192,Ms,Christa,Randzio-Plath,,,female,Germany,Ratibor,29/10/1940 12:00,,https://www.europarl.europa.eu/mepphoto/1192.jpg,,,,,,,https://data.europarl.europa.eu/person/1192
1193,Mr,Robert E.V.,Hersant,,,male,France,Vertou (Loire atlantique),31/01/1920 02:00,21/04/1996 12:00,https://www.europarl.europa.eu/mepphoto/1193.jpg,,,,,,,https://data.europarl.europa.eu/person/1193
1194,Mr,Jean-Thomas,Nordmann,,,male,France,Paris,16/02/1946 01:00,,https://www.europarl.europa.eu/mepphoto/1194.jpg,,,,,,,https://data.europarl.europa.eu/person/1194
1196,Ms,Heinke,Salisch,,,female,Germany,Grevenbroich,14/08/1941 12:00,,https://www.europarl.europa.eu/mepphoto/1196.jpg,,,,,,,https://data.europarl.europa.eu/person/1196
1197,Ms,Ursula,Schleicher,,,female,Germany,Aschaffenburg,15/05/1933 01:00,,https://www.europarl.europa.eu/mepphoto/1197.jpg,,,,,,,https://data.europarl.europa.eu/person/1197
1198,Ms,Barbara,Schmidbauer,,,female,Germany,Berlin,15/11/1937 02:00,,https://www.europarl.europa.eu/mepphoto/1198.jpg,,,,,,,https://data.europarl.europa.eu/person/1198
1199,Mr,José Manuel,Torres Couto,,,male,Portugal,Porto,01/02/1947 01:00,,https://www.europarl.europa.eu/mepphoto/1199.jpg,,,,,,,https://data.europarl.europa.eu/person/1199
1200,Mr,Joaquín,Sisó Cruellas,,,male,Estonia,Fraga (Huesca),05/06/1931 01:00,,https://www.europarl.europa.eu/mepphoto/1200.jpg,,,,,,,https://data.europarl.europa.eu/person/1200
1205,Mr,Jean-Claude,PASTY,,,male,France,Luçon (Vendée),15/06/1937 01:00,21/02/2013 01:00,https://www.europarl.europa.eu/mepphoto/1205.jpg,,,,,,,https://data.europarl.europa.eu/person/1205
1206,Mr,Alain,Pompidou,,,male,France,Paris,05/04/1942 12:00,,https://www.europarl.europa.eu/mepphoto/1206.jpg,,,,,,,https://data.europarl.europa.eu/person/1206
1207,Mr,Jean-Pierre,Raffarin,,,male,France,Poitiers,03/08/1948 01:00,,https://www.europarl.europa.eu/mepphoto/1207.jpg,,,,,,,https://data.europarl.europa.eu/person/1207
1209,Mr,Bernard,Antony,,,male,France,Tarbes,28/11/1944 01:00,,https://www.europarl.europa.eu/mepphoto/1209.jpg,,,,,,,https://data.europarl.europa.eu/person/1209
1211,Mr,Yvan M.,Blot,,,male,France,Saint-Mandé,29/06/1948 01:00,10/10/2018 12:00,https://www.europarl.europa.eu/mepphoto/1211.jpg,,,,,,,https://data.europarl.europa.eu/person/1211
1213,Mr,Jean-François,Hory,,,male,France,Neufchateau (Vosges),15/05/1949 01:00,28/12/2017 01:00,https://www.europarl.europa.eu/mepphoto/1213.jpg,,,,,,,https://data.europarl.europa.eu/person/1213
1218,Mr,Anthony Joseph (Joe),Wilson,,,male,United Kingdom,Birkenhead,06/07/1937 01:00,,https://www.europarl.europa.eu/mepphoto/1218.jpg,,,,,,,https://data.europarl.europa.eu/person/1218
1219,Mr,José María,Gil-Robles Gil-Delgado,,,male,Estonia,Madrid,17/06/1935 01:00,,https://www.europarl.europa.eu/mepphoto/1219.jpg,,,,,,,https://data.europarl.europa.eu/person/1219
1221,Mr,Willi,Görlach,,,male,Germany,Butzbach,27/12/1940 12:00,,https://www.europarl.europa.eu/mepphoto/1221.jpg,,,,,,,https://data.europarl.europa.eu/person/1221
1222,Mr,Karsten Friedrich,Hoppenstedt,,,male,Germany,Osnabrück,06/04/1937 01:00,,https://www.europarl.europa.eu/mepphoto/1222.jpg,,,,,,,https://data.europarl.europa.eu/person/1222
1224,Mr,Karl,von Wogau,,,male,Germany,Freiburg,18/07/1941 12:00,,https://www.europarl.europa.eu/mepphoto/1224.jpg,,,,,,,https://data.europarl.europa.eu/person/1224
1229,Mr,Wilfried,Telkämper,,,male,Germany,Lingen-Ems,16/01/1953 01:00,,https://www.europarl.europa.eu/mepphoto/1229.jpg,,,,,,,https://data.europarl.europa.eu/person/1229
1235,Ms,Magdalene,Hoff,,,female,Germany,Hagen,29/12/1940 12:00,29/03/2017 12:00,https://www.europarl.europa.eu/mepphoto/1235.jpg,,,,,,,https://data.europarl.europa.eu/person/1235
1236,Ms,Marlene,Lenz,,,female,Germany,Berlin,04/07/1932 01:00,,https://www.europarl.europa.eu/mepphoto/1236.jpg,,,,,,,https://data.europarl.europa.eu/person/1236
1237,Ms,Mechtild,Rothe,,,female,Germany,Paderborn,10/08/1947 01:00,,https://www.europarl.europa.eu/mepphoto/1237.jpg,,,,,,,https://data.europarl.europa.eu/person/1237
1239,Mr,Gerhard,Schmid,,,male,Germany,Straubing,05/05/1946 01:00,,https://www.europarl.europa.eu/mepphoto/1239.jpg,,,,,,,https://data.europarl.europa.eu/person/1239
1241,Ms,Maartje J.A.,van Putten,,,female,Netherlands,Bussum,05/07/1951 01:00,,https://www.europarl.europa.eu/mepphoto/1241.jpg,,,,,,,https://data.europarl.europa.eu/person/1241
1247,Mr,Willi,Rothley,,,male,Germany,Bottenbach,15/12/1943 01:00,,https://www.europarl.europa.eu/mepphoto/1247.jpg,,,,,,,https://data.europarl.europa.eu/person/1247
1249,Mr,Jannis,Sakellariou,,,male,Germany,Athen,12/11/1939 01:00,,https://www.europarl.europa.eu/mepphoto/1249.jpg,,,,,,,https://data.europarl.europa.eu/person/1249
1253,Mr,Hans-Gert,Pöttering,,,male,Germany,Bersenbrück (Niedersachsen),15/09/1945 12:00,,https://www.europarl.europa.eu/mepphoto/1253.jpg,,,,,,,https://data.europarl.europa.eu/person/1253
1255,Mr,Günter,Rinsche,,,male,Germany,Hamm,13/07/1930 01:00,,https://www.europarl.europa.eu/mepphoto/1255.jpg,,,,,,,https://data.europarl.europa.eu/person/1255
1258,Mr,Rolf,Linkohr,,,male,Germany,Stuttgart,11/04/1941 12:00,,https://www.europarl.europa.eu/mepphoto/1258.jpg,,,,,,,https://data.europarl.europa.eu/person/1258
1260,Mr,Kurt,Malangré,,,male,Germany,Aachen,18/09/1934 01:00,04/10/2018 12:00,https://www.europarl.europa.eu/mepphoto/1260.jpg,,,,,,,https://data.europarl.europa.eu/person/1260
1263,Mr,Elmar,Brok,,,male,Germany,Verl (Kr. Gütersloh),14/05/1946 01:00,,https://www.europarl.europa.eu/mepphoto/1263.jpg,,,,,,,https://data.europarl.europa.eu/person/1263
1264,Mr,Ingo,Friedrich,,,male,Germany,Kutno,24/01/1942 12:00,,https://www.europarl.europa.eu/mepphoto/1264.jpg,,,,,,,https://data.europarl.europa.eu/person/1264
1265,Mr,Otto,von HABSBURG,,,male,Germany,Reichenau,20/11/1912 01:00,04/07/2011 12:00,https://www.europarl.europa.eu/mepphoto/1265.jpg,,,,,,,https://data.europarl.europa.eu/person/1265
1266,Mr,Klaus,Hänsch,,,male,Germany,Sprottau (Schlesien),15/12/1938 02:00,,https://www.europarl.europa.eu/mepphoto/1266.jpg,,,,,,,https://data.europarl.europa.eu/person/1266
1269,Mr,Christian,Rovsing,,,male,Denmark,Rødovre,02/11/1936 02:00,,https://www.europarl.europa.eu/mepphoto/1269.jpg,,,,,,,https://data.europarl.europa.eu/person/1269
