mep_identifier,mep_honorific_prefix,mep_given_name,mep_family_name,mep_official_given_name,mep_official_family_name,mep_gender,mep_citizenship,mep_place_of_birth,mep_birthday,mep_death_date,mep_image,mep_email,mep_homepage,mep_twitter,mep_facebook_page,mep_facebook_profile,mep_instagram,mep_URI
1927,Mr,Peter,Liese,,,male,Germany,Meschede,20/05/1965 01:00,,https://www.europarl.europa.eu/mepphoto/1927.jpg,mailto:peter.liese@europarl.europa.eu,http://www.peter-liese.de/,http://twitter.com/peterliese,https://www.facebook.com/peter.liese,,https://www.instagram.com/peter.liese.cdu/,https://data.europarl.europa.eu/person/1927
1928,Mr,Werner,Langen,,,male,Germany,Müden/Mosel,27/11/1949 01:00,,https://www.europarl.europa.eu/mepphoto/1928.jpg,,,,,,,https://data.europarl.europa.eu/person/1928
1946,Ms,Annemie,Neyts-Uyttebroeck,,,female,Belgium,Elsene,17/06/1944 12:00,,https://www.europarl.europa.eu/mepphoto/1946.jpg,,,,,,,https://data.europarl.europa.eu/person/1946
1985,Ms,Pervenche,Berès,,,female,France,Neully-sur-Seine,10/03/1957 01:00,,https://www.europarl.europa.eu/mepphoto/1985.jpg,,,,,,,https://data.europarl.europa.eu/person/1985
2002,Mr,José Ignacio,Salafranca Sánchez-Neyra,,,male,Estonia,Madrid,31/05/1955 01:00,,https://www.europarl.europa.eu/mepphoto/2002.jpg,,,,,,,https://data.europarl.europa.eu/person/2002
2025,Ms,Françoise,Grossetête,,,female,France,Lyon,17/05/1946 01:00,,https://www.europarl.europa.eu/mepphoto/2025.jpg,,,,,,,https://data.europarl.europa.eu/person/2025
2054,Ms,Heidi,Hautala,,,female,Finland,Oulu,14/11/1955 01:00,,https://www.europarl.europa.eu/mepphoto/2054.jpg,mailto:heidi.hautala@europarl.europa.eu,https://heidihautala.fi/,https://twitter.com/HeidiHautala,https://www.facebook.com/MEPheidihautala,,,https://data.europarl.europa.eu/person/2054
2073,Mr,Richard,Howitt,,,male,United Kingdom,Reading,05/04/1961 01:00,,https://www.europarl.europa.eu/mepphoto/2073.jpg,,,,,,,https://data.europarl.europa.eu/person/2073
2109,Mr,Brian,Crowley,,,male,Ireland,Dublin,04/03/1964 01:00,,https://www.europarl.europa.eu/mepphoto/2109.jpg,,,,,,,https://data.europarl.europa.eu/person/2109
2119,Mr,Olli,Rehn,,,male,Finland,Mikkeli,31/03/1962 01:00,,https://www.europarl.europa.eu/mepphoto/2119.jpg,,,,,,,https://data.europarl.europa.eu/person/2119
2128,Mr,Paavo,Väyrynen,,,male,Finland,Kemin maalaiskunta,02/09/1946 12:00,,https://www.europarl.europa.eu/mepphoto/2128.jpg,,,,,,,https://data.europarl.europa.eu/person/2128
2187,Mr,Antonio,Tajani,,,male,Italy,Roma,04/08/1953 01:00,,https://www.europarl.europa.eu/mepphoto/2187.jpg,mailto:antonio.tajani@europarl.europa.eu,http://www.antoniotajani.it/,https://twitter.com/Antonio_Tajani,https://www.facebook.com/antonio.tajani/,,https://www.instagram.com/antoniotajani/; https://www.instagram.com/antoniotajanieu/,https://data.europarl.europa.eu/person/2187
2278,Mr,Paul,Rübig,,,male,Austria,Wels,06/05/1953 01:00,,https://www.europarl.europa.eu/mepphoto/2278.jpg,,,,,,,https://data.europarl.europa.eu/person/2278
2309,Mr,Richard,Corbett,,,male,United Kingdom,Southport,06/01/1955 01:00,,https://www.europarl.europa.eu/mepphoto/2309.jpg,,,,,,,https://data.europarl.europa.eu/person/2309
2323,Mr,Rainer,Wieland,,,male,Germany,Stuttgart - Bad Cannstatt,19/02/1957 01:00,,https://www.europarl.europa.eu/mepphoto/2323.jpg,mailto:rainer.wieland@europarl.europa.eu,http://www.mdep.de/,,https://www.facebook.com/wieland.mdep,,https://www.instagram.com/rainerwielandmdep/,https://data.europarl.europa.eu/person/2323
2327,Ms,Linda,McAvan,,,female,United Kingdom,Bradford,02/12/1962 01:00,,https://www.europarl.europa.eu/mepphoto/2327.jpg,,,,,,,https://data.europarl.europa.eu/person/2327
2338,Mr,Ian,Hudghton,,,male,United Kingdom,Forfar,19/09/1951 01:00,,https://www.europarl.europa.eu/mepphoto/2338.jpg,,,,,,,https://data.europarl.europa.eu/person/2338
2341,Mr,Michael,Gahler,,,male,Germany,Frankfurt/Main,22/04/1960 01:00,,https://www.europarl.europa.eu/mepphoto/2341.jpg,mailto:michael.gahler@europarl.europa.eu,http://www.michael-gahler.eu,https://twitter.com/gahler_michael,https://www.facebook.com/Michael.Gahler.EU/,,,https://data.europarl.europa.eu/person/2341
4246,Mr,Othmar,Karas,,,male,Austria,Ybbs an der Donau,24/12/1957 01:00,,https://www.europarl.europa.eu/mepphoto/4246.jpg,mailto:othmar.karas@europarl.europa.eu,http://www.othmar-karas.at,https://twitter.com/othmar_karas,https://www.facebook.com/othmar.karas,,https://www.instagram.com/othmar_karas,https://data.europarl.europa.eu/person/4246
4253,Ms,Frédérique,Ries,,,female,Belgium,Balen-Wezel,14/05/1959 01:00,,https://www.europarl.europa.eu/mepphoto/4253.jpg,mailto:frederique.ries@europarl.europa.eu,http://www.frederiqueries.be,http://twitter.com/Frederiqueries,https://www.facebook.com/frederiqueries/,http://www.facebook.com/frederique.ries,https://www.instagram.com/frederique.ries/,https://data.europarl.europa.eu/person/4253
4262,Mr,Jo,Leinen,,,male,Germany,Bisten,06/04/1948 01:00,,https://www.europarl.europa.eu/mepphoto/4262.jpg,,,,,,,https://data.europarl.europa.eu/person/4262
4267,Mr,Udo,Bullmann,,,male,Germany,Gießen,08/06/1956 01:00,,https://www.europarl.europa.eu/mepphoto/4267.jpg,mailto:udo.bullmann@europarl.europa.eu,,,,,,https://data.europarl.europa.eu/person/4267
4270,Ms,Marit,Paulsen,,,female,Sweden,Oslo,24/11/1939 02:00,25/07/2022 12:00,https://www.europarl.europa.eu/mepphoto/4270.jpg,,,,,,,https://data.europarl.europa.eu/person/4270
4282,Ms,Renate,Sommer,,,female,Germany,Bochum,10/09/1958 01:00,,https://www.europarl.europa.eu/mepphoto/4282.jpg,,,,,,,https://data.europarl.europa.eu/person/4282
4289,Ms,Angelika,Niebler,,,female,Germany,München,18/02/1963 01:00,,https://www.europarl.europa.eu/mepphoto/4289.jpg,mailto:angelika.niebler@europarl.europa.eu,http://www.angelika-niebler.de/,https://twitter.com/ANiebler,,https://www.facebook.com/aniebler,https://www.instagram.com/angelika.niebler,https://data.europarl.europa.eu/person/4289
4319,Ms,Pilar,Ayuso,,,female,Estonia,Badajoz,16/06/1942 12:00,,https://www.europarl.europa.eu/mepphoto/4319.jpg,,,,,,,https://data.europarl.europa.eu/person/4319
4334,Ms,Elena,Valenciano,,,female,Estonia,Madrid,18/09/1960 01:00,,https://www.europarl.europa.eu/mepphoto/4334.jpg,,,,,,,https://data.europarl.europa.eu/person/4334
4335,Ms,Marielle,De Sarnez,,,female,France,Paris,27/03/1951 01:00,13/01/2021 01:00,https://www.europarl.europa.eu/mepphoto/4335.jpg,,,,,,,https://data.europarl.europa.eu/person/4335
4338,Mr,Thierry,Cornillet,,,male,France,Montelimar,23/07/1951 01:00,,https://www.europarl.europa.eu/mepphoto/4338.jpg,,,,,,,https://data.europarl.europa.eu/person/4338
4345,Ms,Tokia,Saïfi,,,female,France,Hautmont,11/07/1959 01:00,,https://www.europarl.europa.eu/mepphoto/4345.jpg,,,,,,,https://data.europarl.europa.eu/person/4345
4432,Mr,Claude,Turmes,,,male,Luxembourg,Diekirch,26/11/1960 01:00,,https://www.europarl.europa.eu/mepphoto/4432.jpg,,,,,,,https://data.europarl.europa.eu/person/4432
4436,Mr,Gianni,Pittella,,,male,Italy,Lauria (PZ),19/11/1958 01:00,,https://www.europarl.europa.eu/mepphoto/4436.jpg,,,,,,,https://data.europarl.europa.eu/person/4436
4465,Mr,Raffaele,Fitto,,,male,Italy,Maglie,28/08/1969 01:00,,https://www.europarl.europa.eu/mepphoto/4465.jpg,mailto:raffaele.fitto@europarl.europa.eu,,https://twitter.com/raffaelefitto,https://www.facebook.com/fittoraffaele/,,https://www.instagram.com/raffaelefitto/,https://data.europarl.europa.eu/person/4465
4507,Mr,Bas,Belder,,,male,Netherlands,Ridderkerk,25/10/1946 01:00,,https://www.europarl.europa.eu/mepphoto/4507.jpg,,,,,,,https://data.europarl.europa.eu/person/4507
4513,Mr,Geoffrey,Van Orden,,,male,United Kingdom,Waterlooville,10/04/1945 12:00,,https://www.europarl.europa.eu/mepphoto/4513.jpg,,,,,,,https://data.europarl.europa.eu/person/4513
4516,Mr,Roger,Helmer,,,male,United Kingdom,London,25/01/1944 01:00,,https://www.europarl.europa.eu/mepphoto/4516.jpg,,,,,,,https://data.europarl.europa.eu/person/4516
4519,Mr,Claude,Moraes,,,male,United Kingdom,Aden,22/10/1965 01:00,,https://www.europarl.europa.eu/mepphoto/4519.jpg,,,,,,,https://data.europarl.europa.eu/person/4519
4521,Mr,Timothy Charles Ayrton,Tannock,,,male,United Kingdom,"Aldershot, Hants",25/09/1957 01:00,,https://www.europarl.europa.eu/mepphoto/4521.jpg,,,,,,,https://data.europarl.europa.eu/person/4521
4525,Mr,Nigel,Farage,,,male,United Kingdom,Farnborough,03/04/1964 01:00,,https://www.europarl.europa.eu/mepphoto/4525.jpg,,,,,,,https://data.europarl.europa.eu/person/4525
4531,Ms,Jean,Lambert,,,female,United Kingdom,Orsett,01/06/1950 01:00,,https://www.europarl.europa.eu/mepphoto/4531.jpg,,,,,,,https://data.europarl.europa.eu/person/4531
4533,Ms,Neena,Gill,,,female,United Kingdom,Ludhiana (India),24/12/1956 01:00,,https://www.europarl.europa.eu/mepphoto/4533.jpg,,,,,,,https://data.europarl.europa.eu/person/4533
4540,Mr,Philip,Bradbourn,,,male,United Kingdom,Tipton,09/08/1951 01:00,20/12/2014 01:00,https://www.europarl.europa.eu/mepphoto/4540.jpg,,,,,,,https://data.europarl.europa.eu/person/4540
4542,Mr,Timothy,Kirkhope,,,male,United Kingdom,Newcastle upon Tyne,29/04/1945 12:00,,https://www.europarl.europa.eu/mepphoto/4542.jpg,,,,,,,https://data.europarl.europa.eu/person/4542
4545,Ms,Catherine,Stihler,,,female,United Kingdom,Bellshill,30/07/1973 01:00,,https://www.europarl.europa.eu/mepphoto/4545.jpg,,,,,,,https://data.europarl.europa.eu/person/4545
4550,Ms,Jill,Evans,,,female,United Kingdom,Ystrad Rhondda (Wales),08/05/1959 01:00,,https://www.europarl.europa.eu/mepphoto/4550.jpg,,,,,,,https://data.europarl.europa.eu/person/4550
4553,Ms,Jacqueline,Foster,,,female,United Kingdom,Liverpool,30/12/1947 01:00,,https://www.europarl.europa.eu/mepphoto/4553.jpg,,,,,,,https://data.europarl.europa.eu/person/4553
4555,Mr,Daniel,Hannan,,,male,United Kingdom,Lima,01/09/1971 01:00,,https://www.europarl.europa.eu/mepphoto/4555.jpg,,,,,,,https://data.europarl.europa.eu/person/4555
4556,Mr,Nirj,Deva,,,male,United Kingdom,Colombo (Sri Lanka),11/05/1948 01:00,,https://www.europarl.europa.eu/mepphoto/4556.jpg,,,,,,,https://data.europarl.europa.eu/person/4556
4751,Mr,Bart,Staes,,,male,Belgium,Izegem,07/08/1958 01:00,,https://www.europarl.europa.eu/mepphoto/4751.jpg,,,,,,,https://data.europarl.europa.eu/person/4751
5565,Mr,Brice,Hortefeux,,,male,France,,11/05/1958 01:00,,https://www.europarl.europa.eu/mepphoto/5565.jpg,mailto:brice.hortefeux@europarl.europa.eu,,https://twitter.com/bricehortefeux,,,,https://data.europarl.europa.eu/person/5565
5729,Ms,Kathleen,Van Brempt,,,female,Belgium,Wilrijk,18/11/1969 01:00,,https://www.europarl.europa.eu/mepphoto/5729.jpg,mailto:kathleen.vanbrempt@europarl.europa.eu,,,,,,https://data.europarl.europa.eu/person/5729
5846,Ms,Mary,Honeyball,,,female,United Kingdom,Weymouth,12/11/1952 01:00,,https://www.europarl.europa.eu/mepphoto/5846.jpg,,,,,,,https://data.europarl.europa.eu/person/5846
21331,Ms,Sylvie,Goddyn,,,female,France,Lille,24/06/1964 01:00,,https://www.europarl.europa.eu/mepphoto/21331.jpg,,,,,,,https://data.europarl.europa.eu/person/21331
21817,Mr,Mario,Borghezio,,,male,Italy,Torino,03/12/1947 01:00,,https://www.europarl.europa.eu/mepphoto/21817.jpg,,,,,,,https://data.europarl.europa.eu/person/21817
21918,Mr,Manuel,dos Santos,,,male,Portugal,Mirandela,05/12/1943 01:00,,https://www.europarl.europa.eu/mepphoto/21918.jpg,,,,,,,https://data.europarl.europa.eu/person/21918
22418,Ms,Esther,Herranz García,,,female,Estonia,Logroño,03/07/1969 01:00,,https://www.europarl.europa.eu/mepphoto/22418.jpg,,,,,,,https://data.europarl.europa.eu/person/22418
23693,Mr,Alojz,Peterle,,,male,Slovenia,?užnja Vas,05/07/1948 01:00,,https://www.europarl.europa.eu/mepphoto/23693.jpg,,,,,,,https://data.europarl.europa.eu/person/23693
23699,Ms,Kate?ina,Kone?ná,,,female,Czechia,Nový Ji?ín,20/01/1981 01:00,,https://www.europarl.europa.eu/mepphoto/23699.jpg,mailto:katerina.konecna@europarl.europa.eu,http://www.konecna.cz,,,,,https://data.europarl.europa.eu/person/23699
23704,Mr,Ji?í,Maštálka,,,male,Czechia,Sušice,03/01/1956 01:00,,https://www.europarl.europa.eu/mepphoto/23704.jpg,,,,,,,https://data.europarl.europa.eu/person/23704
23706,Mr,Miloslav,Ransdorf,,,male,Czechia,Rakovník,15/02/1953 01:00,22/01/2016 01:00,https://www.europarl.europa.eu/mepphoto/23706.jpg,,,,,,,https://data.europarl.europa.eu/person/23706
23712,Mr,Jan,Zahradil,,,male,Czechia,Praha,20/03/1963 01:00,,https://www.europarl.europa.eu/mepphoto/23712.jpg,mailto:jan.zahradil@europarl.europa.eu,http://www.zahradil.cz,https://twitter.com/ZahradilJan,,https://www.facebook.com/zahradil,,https://data.europarl.europa.eu/person/23712
23768,Mr,Bogus?aw,Liberadzki,,,male,Poland,Sochaczew,12/09/1948 01:00,,https://www.europarl.europa.eu/mepphoto/23768.jpg,mailto:boguslaw.liberadzki@europarl.europa.eu,http://www.liberadzki.pl/,https://twitter.com/BLiberadzki,,https://www.facebook.com/BoguslawLiberadzki,,https://data.europarl.europa.eu/person/23768
23781,Mr,Janusz,Lewandowski,,,male,Poland,Lublin,13/06/1951 01:00,,https://www.europarl.europa.eu/mepphoto/23781.jpg,mailto:janusz.lewandowski@europarl.europa.eu,http://www.januszlewandowski.pl,https://twitter.com/J_Lewandowski,https://www.facebook.com/Lewandowski.Janusz,,https://www.instagram.com/janusz_lewandowski/,https://data.europarl.europa.eu/person/23781
23784,Mr,Janusz,Wojciechowski,,,male,Poland,Rawa Mazowiecka,06/12/1954 01:00,,https://www.europarl.europa.eu/mepphoto/23784.jpg,,,,,,,https://data.europarl.europa.eu/person/23784
23785,Mr,Andrzej,Grzyb,,,male,Poland,Siedlików,23/08/1956 01:00,,https://www.europarl.europa.eu/mepphoto/23785.jpg,,,,,,,https://data.europarl.europa.eu/person/23785
23787,Mr,Czes?aw Adam,Siekierski,,,male,Poland,Stopnica,08/10/1952 01:00,,https://www.europarl.europa.eu/mepphoto/23787.jpg,,,,,,,https://data.europarl.europa.eu/person/23787
23791,Mr,Kazimierz Micha?,Ujazdowski,,,male,Poland,Kielce,28/07/1964 01:00,,https://www.europarl.europa.eu/mepphoto/23791.jpg,,,,,,,https://data.europarl.europa.eu/person/23791
23816,Mr,András,Gyürk,,,male,Hungary,Budapest,02/12/1972 01:00,,https://www.europarl.europa.eu/mepphoto/23816.jpg,mailto:andras.gyurk@europarl.europa.eu,https://gyurkandras.hu/hu/,,,,,https://data.europarl.europa.eu/person/23816
23821,Mr,József,Szájer,,,male,Hungary,Sopron,07/09/1961 01:00,,https://www.europarl.europa.eu/mepphoto/23821.jpg,,,,,,,https://data.europarl.europa.eu/person/23821
23868,Ms,Monika,Be?ová,,,female,Slovakia,Bratislava,15/08/1968 01:00,,https://www.europarl.europa.eu/mepphoto/23868.jpg,mailto:monika.benova@europarl.europa.eu,,,https://www.facebook.com/monikabenovaep,,https://www.instagram.com/monicabenova,https://data.europarl.europa.eu/person/23868
23894,Ms,Anna,Záborská,,,female,Slovakia,Zürich,07/06/1948 01:00,,https://www.europarl.europa.eu/mepphoto/23894.jpg,,,,,,,https://data.europarl.europa.eu/person/23894
24505,Mr,Emmanuel,Maurel,,,male,France,Epinay sur Seine,10/05/1973 01:00,,https://www.europarl.europa.eu/mepphoto/24505.jpg,mailto:emmanuel.maurel@europarl.europa.eu,http://emmanuelmaurel.eu,https://twitter.com/emmanuelmaurel,https://www.facebook.com/emmanuelmaurel/,,,https://data.europarl.europa.eu/person/24505
24594,Ms,Anne,Sander,,,female,France,Haguenau,01/10/1973 01:00,,https://www.europarl.europa.eu/mepphoto/24594.jpg,mailto:anne.sander@europarl.europa.eu,https://www.annesander.eu/fr/,https://twitter.com/AnneSanderElue,https://www.facebook.com/annesanderMEP/,,,https://data.europarl.europa.eu/person/24594
24922,Mr,Pascal,Arimont,,,male,Belgium,Malmedy,25/09/1974 01:00,,https://www.europarl.europa.eu/mepphoto/24922.jpg,mailto:pascal.arimont@europarl.europa.eu,https://pascal-arimont.eu/,https://twitter.com/pascal_arimont,https://www.facebook.com/pascalarimont.official,,https://www.instagram.com/pascalarimontmep/,https://data.europarl.europa.eu/person/24922
24942,Ms,Ana Maria,Miranda Paz,,,female,Estonia,Cuntis,02/05/1971 01:00,,https://www.europarl.europa.eu/mepphoto/24942.jpg,,,,,,,https://data.europarl.europa.eu/person/24942
25704,Ms,Eleni,Theocharous,?????,?????????,female,Cyprus,Amiantos,24/06/1953 01:00,,https://www.europarl.europa.eu/mepphoto/25704.jpg,,,,,,,https://data.europarl.europa.eu/person/25704
26146,Mr,Florent,Marcellesi,,,male,France,Angers,10/04/1979 12:00,,https://www.europarl.europa.eu/mepphoto/26146.jpg,,,,,,,https://data.europarl.europa.eu/person/26146
26837,Mr,Lefteris,Christoforou,????????,???????????,male,Cyprus,Ammochostos,31/08/1963 01:00,,https://www.europarl.europa.eu/mepphoto/26837.jpg,mailto:lefteris.christoforou@europarl.europa.eu,https://insta-stalker.com/profile/lefteris.christoforou/,https://twitter.com/LefChristoforou,https://www.facebook.com/ChristoforouLefteris,,https://www.instagram.com/lefteris.christoforou/,https://data.europarl.europa.eu/person/26837
26851,Mr,Nikolaos,Chountis,????????,???????,male,Greece,Lagadia Arkadias,17/09/1953 01:00,,https://www.europarl.europa.eu/mepphoto/26851.jpg,,,,,,,https://data.europarl.europa.eu/person/26851
28115,Ms,Mairead,McGuinness,,,female,Ireland,Drogheda,13/06/1959 01:00,,https://www.europarl.europa.eu/mepphoto/28115.jpg,,,,,,,https://data.europarl.europa.eu/person/28115
28116,Ms,Marian,Harkin,,,female,Ireland,Sligo,26/11/1953 01:00,,https://www.europarl.europa.eu/mepphoto/28116.jpg,,,,,,,https://data.europarl.europa.eu/person/28116
28122,Mr,David,Casa,,,male,Malta,Valletta,16/11/1968 01:00,,https://www.europarl.europa.eu/mepphoto/28122.jpg,mailto:david.casa@europarl.europa.eu,,https://twitter.com/DavidCasaMEP,https://www.facebook.com/DavidCasaMEP/,,https://www.instagram.com/davidcasamep/,https://data.europarl.europa.eu/person/28122
28124,Mr,Gunnar,Hökmark,,,male,Sweden,Ystad,19/09/1952 01:00,,https://www.europarl.europa.eu/mepphoto/28124.jpg,,,,,,,https://data.europarl.europa.eu/person/28124
28126,Mr,Christofer,Fjellner,,,male,Sweden,Västerås,13/12/1976 01:00,,https://www.europarl.europa.eu/mepphoto/28126.jpg,,,,,,,https://data.europarl.europa.eu/person/28126
28131,Ms,Anna,Hedh,,,female,Sweden,Uppsala,18/03/1967 01:00,,https://www.europarl.europa.eu/mepphoto/28131.jpg,,,,,,,https://data.europarl.europa.eu/person/28131
28132,Mr,Richard,Ashworth,,,male,United Kingdom,Folkestone,17/09/1947 01:00,,https://www.europarl.europa.eu/mepphoto/28132.jpg,,,,,,,https://data.europarl.europa.eu/person/28132
28135,Mr,György,Schöpflin,,,male,Hungary,Budapest,24/11/1939 02:00,19/11/2021 01:00,https://www.europarl.europa.eu/mepphoto/28135.jpg,,,,,,,https://data.europarl.europa.eu/person/28135
28141,Ms,Lívia,Járóka,,,female,Hungary,Tata,06/10/1974 01:00,,https://www.europarl.europa.eu/mepphoto/28141.jpg,mailto:livia.jaroka@europarl.europa.eu,https://jaroka.fidesz-eu.hu/en/,https://twitter.com/JarokaLivia,https://www.facebook.com/JarokaLivia/,,https://www.instagram.com/jarokalivia/,https://data.europarl.europa.eu/person/28141
28150,Ms,Kinga,Gál,,,female,Hungary,Kolozsvár,06/09/1970 01:00,,https://www.europarl.europa.eu/mepphoto/28150.jpg,mailto:kinga.gal@europarl.europa.eu,https://galkinga.hu/en/,,,,,https://data.europarl.europa.eu/person/28150
28154,Mr,Ole,Christensen,,,male,Denmark,Pandrup,07/05/1955 01:00,,https://www.europarl.europa.eu/mepphoto/28154.jpg,,,,,,,https://data.europarl.europa.eu/person/28154
28161,Ms,Margrete,Auken,,,female,Denmark,Arhus,06/01/1945 01:00,,https://www.europarl.europa.eu/mepphoto/28161.jpg,mailto:margrete.auken@europarl.europa.eu,,https://twitter.com/MargreteAuken,https://www.facebook.com/margreteauken,,,https://data.europarl.europa.eu/person/28161
28165,Mr,Lambert,van Nistelrooij,,,male,Netherlands,Nuland,05/03/1953 01:00,,https://www.europarl.europa.eu/mepphoto/28165.jpg,,,,,,,https://data.europarl.europa.eu/person/28165
28166,Mr,Vincent,Peillon,,,male,France,Suresnes,07/07/1960 01:00,,https://www.europarl.europa.eu/mepphoto/28166.jpg,,,,,,,https://data.europarl.europa.eu/person/28166
28178,Mr,Miroslav,Mikolášik,,,male,Slovakia,,,,https://www.europarl.europa.eu/mepphoto/28178.jpg,,,,,,,https://data.europarl.europa.eu/person/28178
