mep_identifier,mep_honorific_prefix,mep_given_name,mep_family_name,mep_official_given_name,mep_official_family_name,mep_gender,mep_citizenship,mep_place_of_birth,mep_birthday,mep_death_date,mep_image,mep_email,mep_homepage,mep_twitter,mep_facebook_page,mep_facebook_profile,mep_instagram,mep_URI
1063,Ms,Hedwig,Keppelhoff-Wiechert,,,female,Germany,Südlohn,31/05/1939 01:00,,https://www.europarl.europa.eu/mepphoto/1063.jpg,,,,,,,https://data.europarl.europa.eu/person/1063
1064,Ms,Gepa,Maibaum,,,female,Germany,Frankfurt am Main,21/12/1935 02:00,,https://www.europarl.europa.eu/mepphoto/1064.jpg,,,,,,,https://data.europarl.europa.eu/person/1064
1065,Ms,Pasqualina,Napoletano,,,female,Italy,Molfetta (Bari),28/09/1949 01:00,,https://www.europarl.europa.eu/mepphoto/1065.jpg,,,,,,,https://data.europarl.europa.eu/person/1065
1066,Ms,Dacia,VALENT,,,female,Italy,Mogadiscio (Somalia),12/02/1963 01:00,22/01/2015 01:00,https://www.europarl.europa.eu/mepphoto/1066.jpg,,,,,,,https://data.europarl.europa.eu/person/1066
1067,Ms,Ulla Margrethe,Sandbæk,,,female,Denmark,Viborg,01/04/1943 12:00,,https://www.europarl.europa.eu/mepphoto/1067.jpg,,,,,,,https://data.europarl.europa.eu/person/1067
1068,Ms,Nicole,Pery,,,female,France,Bayonne,15/05/1943 12:00,,https://www.europarl.europa.eu/mepphoto/1068.jpg,,,,,,,https://data.europarl.europa.eu/person/1068
1069,Mr,Emil,Schlee,,,male,Germany,Schwerin/Mecklenburg,21/10/1922 02:00,,https://www.europarl.europa.eu/mepphoto/1069.jpg,,,,,,,https://data.europarl.europa.eu/person/1069
1070,Mr,Manfred,Vohrer,,,male,Germany,Reutlingen,21/06/1941 12:00,,https://www.europarl.europa.eu/mepphoto/1070.jpg,,,,,,,https://data.europarl.europa.eu/person/1070
1071,Mr,Rüdiger,von Wechmar,,,male,Germany,Berlin,15/11/1923 02:00,17/10/2007 12:00,https://www.europarl.europa.eu/mepphoto/1071.jpg,,,,,,,https://data.europarl.europa.eu/person/1071
1072,Mr,Sotiris,Kostopoulos,???????,???????????,male,Greece,,23/06/1943 12:00,,https://www.europarl.europa.eu/mepphoto/1072.jpg,,,,,,,https://data.europarl.europa.eu/person/1072
1073,Ms,Cristiana,Muscardini,,,female,Italy,Cannobio (Verbania),06/11/1948 01:00,,https://www.europarl.europa.eu/mepphoto/1073.jpg,,,,,,,https://data.europarl.europa.eu/person/1073
1074,Mr,Heinz Fritz,Köhler,,,male,Germany,Mitwitz,12/05/1942 12:00,,https://www.europarl.europa.eu/mepphoto/1074.jpg,,,,,,,https://data.europarl.europa.eu/person/1074
1075,Mr,Klaus-Peter,Köhler,,,male,Germany,Wscherau,18/06/1943 12:00,,https://www.europarl.europa.eu/mepphoto/1075.jpg,,,,,,,https://data.europarl.europa.eu/person/1075
1076,Mr,Günter,Lüttge,,,male,Germany,Hannover,08/07/1938 01:00,07/09/2000 12:00,https://www.europarl.europa.eu/mepphoto/1076.jpg,,,,,,,https://data.europarl.europa.eu/person/1076
1077,Mr,Friedrich,Merz,,,male,Germany,Brilon,11/11/1955 01:00,,https://www.europarl.europa.eu/mepphoto/1077.jpg,,,,,,,https://data.europarl.europa.eu/person/1077
1078,Mr,Karl,Partsch,,,male,Germany,Bochum,29/01/1922 02:00,14/01/2009 01:00,https://www.europarl.europa.eu/mepphoto/1078.jpg,,,,,,,https://data.europarl.europa.eu/person/1078
1079,Mr,Hartmut,Perschau,,,male,Germany,Danzig,28/03/1942 12:00,,https://www.europarl.europa.eu/mepphoto/1079.jpg,,,,,,,https://data.europarl.europa.eu/person/1079
1080,Mr,Eugenio,Melandri,,,male,Italy,Brisighella,21/09/1948 01:00,27/10/2019 12:00,https://www.europarl.europa.eu/mepphoto/1080.jpg,,,,,,,https://data.europarl.europa.eu/person/1080
1081,Mr,Renzo,TRIVELLI,,,male,Italy,Livorno,02/05/1925 01:00,30/11/2015 01:00,https://www.europarl.europa.eu/mepphoto/1081.jpg,,,,,,,https://data.europarl.europa.eu/person/1081
1082,Mr,Bruno,Visentini,,,male,Italy,Treviso,01/08/1914 01:00,,https://www.europarl.europa.eu/mepphoto/1082.jpg,,,,,,,https://data.europarl.europa.eu/person/1082
1083,Mr,Didier H.M.F.,Anger,,,male,France,Lengronne,26/01/1939 02:00,,https://www.europarl.europa.eu/mepphoto/1083.jpg,,,,,,,https://data.europarl.europa.eu/person/1083
1084,Mr,Yves A.R.,Galland,,,male,France,Paris,08/03/1941 12:00,,https://www.europarl.europa.eu/mepphoto/1084.jpg,,,,,,,https://data.europarl.europa.eu/person/1084
1085,Mr,Pierre,Carniti,,,male,Italy,Castelleone (Cremona),25/09/1936 01:00,05/06/2018 12:00,https://www.europarl.europa.eu/mepphoto/1085.jpg,,,,,,,https://data.europarl.europa.eu/person/1085
1086,Mr,Felice,Contu,,,male,Italy,Mogoro,10/09/1927 01:00,,https://www.europarl.europa.eu/mepphoto/1086.jpg,,,,,,,https://data.europarl.europa.eu/person/1086
1087,Mr,Joachim,Dalsass,,,male,Italy,Leifers (Südtirol),03/12/1926 02:00,08/10/2005 12:00,https://www.europarl.europa.eu/mepphoto/1087.jpg,,,,,,,https://data.europarl.europa.eu/person/1087
1088,Mr,Lorenzo,De Vitto,,,male,Italy,S. Angelo Lombardi (AV),13/10/1925 02:00,27/04/1994 12:00,https://www.europarl.europa.eu/mepphoto/1088.jpg,,,,,,,https://data.europarl.europa.eu/person/1088
1089,Mr,Francesco,GUIDOLIN,,,male,Italy,"Cartigliano, Vicenza",21/03/1923 02:00,03/03/2016 01:00,https://www.europarl.europa.eu/mepphoto/1089.jpg,,,,,,,https://data.europarl.europa.eu/person/1089
1090,Mr,Gabriele,Sboarina,,,male,Italy,Verona,24/03/1935 02:00,,https://www.europarl.europa.eu/mepphoto/1090.jpg,,,,,,,https://data.europarl.europa.eu/person/1090
1091,Mr,Roberto,Speciale,,,male,Italy,Chiavari (Genova),03/08/1943 12:00,,https://www.europarl.europa.eu/mepphoto/1091.jpg,,,,,,,https://data.europarl.europa.eu/person/1091
1092,Mr,Luciano,Vecchi,,,male,Italy,Roma,19/08/1961 01:00,,https://www.europarl.europa.eu/mepphoto/1092.jpg,,,,,,,https://data.europarl.europa.eu/person/1092
1093,Mr,Gianni,BAGET BOZZO,,,male,Italy,Savona,08/03/1925 02:00,08/05/2009 12:00,https://www.europarl.europa.eu/mepphoto/1093.jpg,,,,,,,https://data.europarl.europa.eu/person/1093
1094,Mr,Achille,Occhetto,,,male,Italy,Torino,03/03/1936 02:00,,https://www.europarl.europa.eu/mepphoto/1094.jpg,,,,,,,https://data.europarl.europa.eu/person/1094
1095,Mr,Giacomo,Porrazzini,,,male,Italy,Terni,28/01/1941 12:00,,https://www.europarl.europa.eu/mepphoto/1095.jpg,,,,,,,https://data.europarl.europa.eu/person/1095
1096,Mr,Tullio Eugenio,REGGE,,,male,Italy,Torino,11/07/1931 01:00,23/10/2014 12:00,https://www.europarl.europa.eu/mepphoto/1096.jpg,,,,,,,https://data.europarl.europa.eu/person/1096
1097,Mr,Edoardo,Ronchi,,,male,Italy,Treviglio (BG),31/05/1950 01:00,,https://www.europarl.europa.eu/mepphoto/1097.jpg,,,,,,,https://data.europarl.europa.eu/person/1097
1098,Mr,Mario Giovanni Guerriero,Ruffini,,,male,Italy,Costa Volpino,15/04/1937 01:00,15/09/1990 12:00,https://www.europarl.europa.eu/mepphoto/1098.jpg,,,,,,,https://data.europarl.europa.eu/person/1098
1099,Mr,Nereo,Laroni,,,male,Italy,Venezia,02/09/1942 12:00,14/07/2019 12:00,https://www.europarl.europa.eu/mepphoto/1099.jpg,,,,,,,https://data.europarl.europa.eu/person/1099
1100,Mr,Mario,Melis,,,male,Italy,Tortoli (Nuoro),10/06/1921 01:00,01/11/2003 01:00,https://www.europarl.europa.eu/mepphoto/1100.jpg,,,,,,,https://data.europarl.europa.eu/person/1100
1101,Mr,Luigi,Moretti,,,male,Italy,Nembro (Bergamo),06/06/1944 12:00,,https://www.europarl.europa.eu/mepphoto/1101.jpg,,,,,,,https://data.europarl.europa.eu/person/1101
1102,Mr,Giuseppe,Mottola,,,male,Italy,Calvi S. Nazzaro (Benevento),20/04/1936 01:00,20/11/2007 01:00,https://www.europarl.europa.eu/mepphoto/1102.jpg,,,,,,,https://data.europarl.europa.eu/person/1102
1103,Mr,Giorgio,Napolitano,,,male,Italy,Napoli,29/06/1925 01:00,,https://www.europarl.europa.eu/mepphoto/1103.jpg,,,,,,,https://data.europarl.europa.eu/person/1103
1104,Mr,Giovanni,Goria,,,male,Italy,Asti,30/07/1943 12:00,,https://www.europarl.europa.eu/mepphoto/1104.jpg,,,,,,,https://data.europarl.europa.eu/person/1104
1105,Mr,Franco,Iacono,,,male,Italy,Forio/Isola d'Ischia,04/02/1942 12:00,,https://www.europarl.europa.eu/mepphoto/1105.jpg,,,,,,,https://data.europarl.europa.eu/person/1105
1106,Mr,Renzo,Imbeni,,,male,Italy,Modena,12/10/1944 01:00,22/02/2005 01:00,https://www.europarl.europa.eu/mepphoto/1106.jpg,,,,,,,https://data.europarl.europa.eu/person/1106
1107,Mr,Alexander,Langer,,,male,Italy,Sterzing (BZ),22/02/1946 01:00,03/07/1995 12:00,https://www.europarl.europa.eu/mepphoto/1107.jpg,,,,,,,https://data.europarl.europa.eu/person/1107
1108,Mr,Antonio,La Pergola,,,male,Italy,Catania,13/11/1931 02:00,18/07/2007 12:00,https://www.europarl.europa.eu/mepphoto/1108.jpg,,,,,,,https://data.europarl.europa.eu/person/1108
1109,Mr,Giulio,Fantuzzi,,,male,Italy,Reggio Emilia,17/09/1950 01:00,,https://www.europarl.europa.eu/mepphoto/1109.jpg,,,,,,,https://data.europarl.europa.eu/person/1109
1110,Mr,Roberto,Formigoni,,,male,Italy,Lecco (Como),30/03/1947 01:00,,https://www.europarl.europa.eu/mepphoto/1110.jpg,,,,,,,https://data.europarl.europa.eu/person/1110
1111,Mr,Mario,Forte,,,male,Italy,Napoli,22/09/1936 01:00,,https://www.europarl.europa.eu/mepphoto/1111.jpg,,,,,,,https://data.europarl.europa.eu/person/1111
1112,Mr,Giulio Cesare,Gallenzi,,,male,Italy,Ariccia (Roma),28/11/1931 02:00,10/10/2020 12:00,https://www.europarl.europa.eu/mepphoto/1112.jpg,,,,,,,https://data.europarl.europa.eu/person/1112
1113,Mr,Jas,Gawronski,,,male,Italy,Vienna (Austria),07/02/1936 02:00,,https://www.europarl.europa.eu/mepphoto/1113.jpg,,,,,,,https://data.europarl.europa.eu/person/1113
1114,Ms,Maria Adelaide,Aglietta,,,female,Italy,Torino,04/06/1940 12:00,20/05/2000 12:00,https://www.europarl.europa.eu/mepphoto/1114.jpg,,,,,,,https://data.europarl.europa.eu/person/1114
1115,Ms,Rosaria,Bindi,,,female,Italy,Sinalunga (Siena),12/02/1951 01:00,,https://www.europarl.europa.eu/mepphoto/1115.jpg,,,,,,,https://data.europarl.europa.eu/person/1115
1116,Ms,Anna,Catasta,,,female,Italy,Genova,06/05/1952 01:00,,https://www.europarl.europa.eu/mepphoto/1116.jpg,,,,,,,https://data.europarl.europa.eu/person/1116
1117,Mr,Antonio,FANTINI,,,male,Italy,Napoli,31/01/1936 02:00,10/08/2013 12:00,https://www.europarl.europa.eu/mepphoto/1117.jpg,,,,,,,https://data.europarl.europa.eu/person/1117
1118,Mr,Bettino,Craxi,,,male,Italy,Milano,24/02/1934 02:00,,https://www.europarl.europa.eu/mepphoto/1118.jpg,,,,,,,https://data.europarl.europa.eu/person/1118
1119,Ms,Djida,Tazdaït,,,female,France,Timri-Tala-Tazert (Algérie),08/04/1957 01:00,,https://www.europarl.europa.eu/mepphoto/1119.jpg,,,,,,,https://data.europarl.europa.eu/person/1119
1120,Ms,Kirsten M.,Jensen,,,female,Denmark,Esbønderup,11/03/1961 01:00,,https://www.europarl.europa.eu/mepphoto/1120.jpg,,,,,,,https://data.europarl.europa.eu/person/1120
1121,Ms,Margarida,Salema O. Martins,,,female,Portugal,Lisboa,19/01/1954 01:00,,https://www.europarl.europa.eu/mepphoto/1121.jpg,,,,,,,https://data.europarl.europa.eu/person/1121
1122,Ms,Ria,Oomen-Ruijten,,,female,Netherlands,Echt,06/09/1950 01:00,,https://www.europarl.europa.eu/mepphoto/1122.jpg,,,,,,,https://data.europarl.europa.eu/person/1122
1123,Ms,Karla M.H.,Peijs,,,female,Netherlands,Tilburg,01/09/1944 12:00,,https://www.europarl.europa.eu/mepphoto/1123.jpg,,,,,,,https://data.europarl.europa.eu/person/1123
1124,Ms,Marie-Christine,Aulas,,,female,France,Oran (Algérie),10/03/1945 01:00,,https://www.europarl.europa.eu/mepphoto/1124.jpg,,,,,,,https://data.europarl.europa.eu/person/1124
1125,Ms,Mireille Conception,Domenech,,,female,France,Macon (Saône-et-Loire),08/01/1949 01:00,,https://www.europarl.europa.eu/mepphoto/1125.jpg,,,,,,,https://data.europarl.europa.eu/person/1125
1126,Ms,Claire,Joanny,,,female,France,Crozon,28/09/1951 01:00,,https://www.europarl.europa.eu/mepphoto/1126.jpg,,,,,,,https://data.europarl.europa.eu/person/1126
1127,Ms,Martine,Lehideux,,,female,France,Paris,27/05/1933 01:00,,https://www.europarl.europa.eu/mepphoto/1127.jpg,,,,,,,https://data.europarl.europa.eu/person/1127
1128,Ms,Sylvie,Mayer (ex LE ROUX),,,female,France,Nice,13/10/1946 01:00,,https://www.europarl.europa.eu/mepphoto/1128.jpg,,,,,,,https://data.europarl.europa.eu/person/1128
1129,Ms,Catherine,Trautmann,,,female,France,Strasbourg,15/01/1951 01:00,,https://www.europarl.europa.eu/mepphoto/1129.jpg,,,,,,,https://data.europarl.europa.eu/person/1129
1130,Mr,Biagio,De Giovanni,,,male,Italy,Napoli,21/12/1931 02:00,,https://www.europarl.europa.eu/mepphoto/1130.jpg,,,,,,,https://data.europarl.europa.eu/person/1130
1131,Mr,Cesare,De Piccoli,,,male,Italy,Casale sul Sile,25/01/1946 01:00,,https://www.europarl.europa.eu/mepphoto/1131.jpg,,,,,,,https://data.europarl.europa.eu/person/1131
1132,Mr,Enrico,Falqui,,,male,Italy,Firenze,31/08/1946 12:00,,https://www.europarl.europa.eu/mepphoto/1132.jpg,,,,,,,https://data.europarl.europa.eu/person/1132
1133,Ms,Sylviane H.,Ainardi,,,female,France,Ugines (Savoie),19/12/1947 01:00,,https://www.europarl.europa.eu/mepphoto/1133.jpg,,,,,,,https://data.europarl.europa.eu/person/1133
1134,Mr,Gianfranco,Amendola,,,male,Italy,Roma,08/04/1942 12:00,,https://www.europarl.europa.eu/mepphoto/1134.jpg,,,,,,,https://data.europarl.europa.eu/person/1134
1135,Mr,Roberto,Barzanti,,,male,Italy,Monterotondo Marittimo (GR),24/01/1939 02:00,,https://www.europarl.europa.eu/mepphoto/1135.jpg,,,,,,,https://data.europarl.europa.eu/person/1135
1136,Mr,Andrea,Bonetti,,,male,Italy,Brescia,15/10/1946 01:00,,https://www.europarl.europa.eu/mepphoto/1136.jpg,,,,,,,https://data.europarl.europa.eu/person/1136
1137,Mr,Luigi Alberto,Colajanni,,,male,Italy,Bricherasio (Torino),02/10/1943 12:00,,https://www.europarl.europa.eu/mepphoto/1137.jpg,,,,,,,https://data.europarl.europa.eu/person/1137
1138,Mr,Luis Filipe Pais,Beirôco,,,male,Portugal,Lisboa,04/07/1939 01:00,,https://www.europarl.europa.eu/mepphoto/1138.jpg,,,,,,,https://data.europarl.europa.eu/person/1138
1139,Mr,Carlos,Carvalhas,,,male,Portugal,S. Pedro do Sul,09/11/1941 12:00,,https://www.europarl.europa.eu/mepphoto/1139.jpg,,,,,,,https://data.europarl.europa.eu/person/1139
1140,Mr,José,Mendes Bota,,,male,Portugal,Loulé,04/08/1955 01:00,,https://www.europarl.europa.eu/mepphoto/1140.jpg,,,,,,,https://data.europarl.europa.eu/person/1140
1141,Mr,Manuel,Porto,,,male,Portugal,Coimbra,15/06/1943 12:00,,https://www.europarl.europa.eu/mepphoto/1141.jpg,,,,,,,https://data.europarl.europa.eu/person/1141
1142,Mr,Wim,van Velzen,,,male,Netherlands,Hilversum,13/05/1938 01:00,,https://www.europarl.europa.eu/mepphoto/1142.jpg,,,,,,,https://data.europarl.europa.eu/person/1142
1143,Mr,Pedro,Pacheco Herrera,,,male,Estonia,Jerez de la Frontera (Cádiz),02/04/1949 01:00,,https://www.europarl.europa.eu/mepphoto/1143.jpg,,,,,,,https://data.europarl.europa.eu/person/1143
1144,Mr,Ejner Hovgård,Christiansen,,,male,Denmark,Århus,28/05/1932 01:00,20/07/2007 12:00,https://www.europarl.europa.eu/mepphoto/1144.jpg,,,,,,,https://data.europarl.europa.eu/person/1144
1145,Mr,Niels Anker,Kofoed,,,male,Denmark,Bornholm,21/02/1929 02:00,,https://www.europarl.europa.eu/mepphoto/1145.jpg,,,,,,,https://data.europarl.europa.eu/person/1145
1146,Mr,John C.C.,Stevens,,,male,United Kingdom,"Washington DC, USA",23/05/1955 01:00,,https://www.europarl.europa.eu/mepphoto/1146.jpg,,,,,,,https://data.europarl.europa.eu/person/1146
1147,Mr,José Ramón,Caso Garcia,,,male,Estonia,Madrid,17/09/1946 12:00,,https://www.europarl.europa.eu/mepphoto/1147.jpg,,,,,,,https://data.europarl.europa.eu/person/1147
1148,Mr,Gerardo,Fernández-Albor,,,male,Estonia,Santiago de Compostela,07/09/1917 12:00,12/07/2018 12:00,https://www.europarl.europa.eu/mepphoto/1148.jpg,,,,,,,https://data.europarl.europa.eu/person/1148
1149,Mr,Antonio,Navarro,,,male,Estonia,Madrid,01/09/1936 01:00,,https://www.europarl.europa.eu/mepphoto/1149.jpg,,,,,,,https://data.europarl.europa.eu/person/1149
1150,Mr,Marcelino,Oreja,,,male,Estonia,Madrid,13/02/1935 02:00,,https://www.europarl.europa.eu/mepphoto/1150.jpg,,,,,,,https://data.europarl.europa.eu/person/1150
1151,Mr,Leopoldo,Ortiz Climent,,,male,Estonia,Catadau (Valencia),13/09/1941 12:00,,https://www.europarl.europa.eu/mepphoto/1151.jpg,,,,,,,https://data.europarl.europa.eu/person/1151
1152,Mr,Antoine,Waechter,,,male,France,Mulhouse,11/02/1949 01:00,,https://www.europarl.europa.eu/mepphoto/1152.jpg,,,,,,,https://data.europarl.europa.eu/person/1152
1153,Mr,Adrien G.H.,Zeller,,,male,France,Saverne,02/04/1940 01:00,,https://www.europarl.europa.eu/mepphoto/1153.jpg,,,,,,,https://data.europarl.europa.eu/person/1153
1154,Mr,Ben,Fayot,,,male,Luxembourg,Luxembourg,25/06/1937 01:00,,https://www.europarl.europa.eu/mepphoto/1154.jpg,,,,,,,https://data.europarl.europa.eu/person/1154
1155,Mr,Juan María,BANDRÉS MOLET,,,male,Estonia,San Sebastián,12/02/1932 02:00,28/10/2011 12:00,https://www.europarl.europa.eu/mepphoto/1155.jpg,,,,,,,https://data.europarl.europa.eu/person/1155
1156,Mr,Gérard P.M.J.,Monnier-Besombes,,,male,France,Marseille,04/07/1953 01:00,,https://www.europarl.europa.eu/mepphoto/1156.jpg,,,,,,,https://data.europarl.europa.eu/person/1156
1157,Mr,René-Emile,Piquet,,,male,France,Lanthenay-Romorantin,23/10/1932 02:00,,https://www.europarl.europa.eu/mepphoto/1157.jpg,,,,,,,https://data.europarl.europa.eu/person/1157
1158,Mr,André,Sainjon,,,male,France,Paris,23/07/1943 12:00,,https://www.europarl.europa.eu/mepphoto/1158.jpg,,,,,,,https://data.europarl.europa.eu/person/1158
1159,Mr,Max,Simeoni,,,male,France,Lozzi (Corse),28/08/1929 01:00,,https://www.europarl.europa.eu/mepphoto/1159.jpg,,,,,,,https://data.europarl.europa.eu/person/1159
1160,Mr,Yves,VERWAERDE,,,male,France,Roubaix,16/05/1947 01:00,12/12/2015 01:00,https://www.europarl.europa.eu/mepphoto/1160.jpg,,,,,,,https://data.europarl.europa.eu/person/1160
1161,Mr,Pierre M.A.,Ceyrac,,,male,France,Douai,18/09/1946 12:00,21/04/2018 12:00,https://www.europarl.europa.eu/mepphoto/1161.jpg,,,,,,,https://data.europarl.europa.eu/person/1161
1162,Mr,Henry,Chabert,,,male,France,St. Etienne,03/10/1945 01:00,17/01/2017 01:00,https://www.europarl.europa.eu/mepphoto/1162.jpg,,,,,,,https://data.europarl.europa.eu/person/1162
1163,Mr,Claude,CHEYSSON,,,male,France,Paris,13/04/1920 01:00,15/10/2012 12:00,https://www.europarl.europa.eu/mepphoto/1163.jpg,,,,,,,https://data.europarl.europa.eu/person/1163
1164,Mr,Bruno,Gollnisch,,,male,France,Neuilly-sur-Seine,28/01/1950 01:00,,https://www.europarl.europa.eu/mepphoto/1164.jpg,,,,,,,https://data.europarl.europa.eu/person/1164
1165,Mr,Alain,Marleix,,,male,France,Paris,02/01/1946 01:00,,https://www.europarl.europa.eu/mepphoto/1165.jpg,,,,,,,https://data.europarl.europa.eu/person/1165
1166,Mr,Bruno A.A.,Mégret,,,male,France,Paris,04/04/1949 01:00,,https://www.europarl.europa.eu/mepphoto/1166.jpg,,,,,,,https://data.europarl.europa.eu/person/1166
1167,Mr,Philippe A.R.,Herzog,,,male,France,Bruay,06/03/1940 01:00,,https://www.europarl.europa.eu/mepphoto/1167.jpg,,,,,,,https://data.europarl.europa.eu/person/1167
1168,Mr,Alain,Juppé,,,male,France,Mont-de-Marsan,15/08/1945 12:00,,https://www.europarl.europa.eu/mepphoto/1168.jpg,,,,,,,https://data.europarl.europa.eu/person/1168
1169,Mr,Jeannou,Lacaze,,,male,France,Hué (Indochine),11/02/1924 02:00,01/08/2005 12:00,https://www.europarl.europa.eu/mepphoto/1169.jpg,,,,,,,https://data.europarl.europa.eu/person/1169
1170,Mr,Jean-Marie,Alexandre,,,male,France,Souchez,25/11/1946 01:00,,https://www.europarl.europa.eu/mepphoto/1170.jpg,,,,,,,https://data.europarl.europa.eu/person/1170
1171,Mr,Claude J.E.,Allegre,,,male,France,Paris,31/03/1937 02:00,,https://www.europarl.europa.eu/mepphoto/1171.jpg,,,,,,,https://data.europarl.europa.eu/person/1171
1172,Mr,Yvon,Briant,,,male,France,Lesneven (Finistère),05/05/1954 01:00,14/08/1992 12:00,https://www.europarl.europa.eu/mepphoto/1172.jpg,,,,,,,https://data.europarl.europa.eu/person/1172
1173,Ms,Marie-Claude,Vayssade,,,female,France,Pierrepont (Meurthe et Moselle),08/08/1936 01:00,11/11/2020 01:00,https://www.europarl.europa.eu/mepphoto/1173.jpg,,,,,,,https://data.europarl.europa.eu/person/1173
1174,Ms,Simone,Veil,,,female,France,Nice,13/07/1927 01:00,30/06/2017 12:00,https://www.europarl.europa.eu/mepphoto/1174.jpg,,,,,,,https://data.europarl.europa.eu/person/1174
1175,Mr,Gérard,Caudron,,,male,France,Royaucourt et Chailvet,27/02/1945 01:00,,https://www.europarl.europa.eu/mepphoto/1175.jpg,,,,,,,https://data.europarl.europa.eu/person/1175
1176,Mr,Maxime François,Gremetz,,,male,France,Canchy,03/09/1940 12:00,,https://www.europarl.europa.eu/mepphoto/1176.jpg,,,,,,,https://data.europarl.europa.eu/person/1176
1177,Mr,François,Guillaume,,,male,France,Ville en Vermois,19/10/1932 02:00,,https://www.europarl.europa.eu/mepphoto/1177.jpg,,,,,,,https://data.europarl.europa.eu/person/1177
1178,Ms,Christine Margaret,ODDY,,,female,United Kingdom,Coventry,20/09/1955 01:00,26/07/2014 12:00,https://www.europarl.europa.eu/mepphoto/1178.jpg,,,,,,,https://data.europarl.europa.eu/person/1178
1179,Ms,Michèle,Alliot-Marie,,,female,France,Villeneuve le Roi,10/09/1946 12:00,,https://www.europarl.europa.eu/mepphoto/1179.jpg,,,,,,,https://data.europarl.europa.eu/person/1179
1180,Ms,Michèle,Barzach,,,female,France,Casablanca (Maroc),11/07/1943 12:00,,https://www.europarl.europa.eu/mepphoto/1180.jpg,,,,,,,https://data.europarl.europa.eu/person/1180
1181,Ms,Martine,Buron,,,female,France,Neuilly-sur-Seine,12/01/1944 01:00,,https://www.europarl.europa.eu/mepphoto/1181.jpg,,,,,,,https://data.europarl.europa.eu/person/1181
1182,Ms,Solange,Fernex,,,female,France,Strasbourg,15/04/1934 01:00,,https://www.europarl.europa.eu/mepphoto/1182.jpg,,,,,,,https://data.europarl.europa.eu/person/1182
1183,Ms,Dagmar,Roth-Behrendt,,,female,Germany,Frankfurt/Main,21/02/1953 01:00,,https://www.europarl.europa.eu/mepphoto/1183.jpg,,,,,,,https://data.europarl.europa.eu/person/1183
1184,Ms,Colette,Flesch,,,female,Luxembourg,Dudelange,16/04/1937 01:00,,https://www.europarl.europa.eu/mepphoto/1184.jpg,,,,,,,https://data.europarl.europa.eu/person/1184
1185,Ms,Viviane,Reding,,,female,Luxembourg,Esch-sur-Alzette,27/04/1951 01:00,,https://www.europarl.europa.eu/mepphoto/1185.jpg,,,,,,,https://data.europarl.europa.eu/person/1185
1186,Ms,Astrid,Lulling,,,female,Luxembourg,Schifflange,11/06/1929 01:00,,https://www.europarl.europa.eu/mepphoto/1186.jpg,,,,,,,https://data.europarl.europa.eu/person/1186
1187,Ms,Barbara,Simons,,,female,Germany,Wolfenbüttel,16/06/1929 01:00,,https://www.europarl.europa.eu/mepphoto/1187.jpg,,,,,,,https://data.europarl.europa.eu/person/1187
1188,Ms,Diemut R.,Theato,,,female,Germany,Kleinröhrsdorf/ Dresden,13/04/1937 01:00,,https://www.europarl.europa.eu/mepphoto/1188.jpg,,,,,,,https://data.europarl.europa.eu/person/1188
1189,Ms,Beate,Weber,,,female,Germany,Reichenberg,12/12/1943 01:00,,https://www.europarl.europa.eu/mepphoto/1189.jpg,,,,,,,https://data.europarl.europa.eu/person/1189
1190,Ms,María,Izquierdo Rojo,,,female,Estonia,Oviedo,13/09/1946 12:00,,https://www.europarl.europa.eu/mepphoto/1190.jpg,,,,,,,https://data.europarl.europa.eu/person/1190
1191,Ms,Doris,Pack,,,female,Germany,Schiffweiler/Saar,18/03/1942 12:00,,https://www.europarl.europa.eu/mepphoto/1191.jpg,,,,,,,https://data.europarl.europa.eu/person/1191
1192,Ms,Christa,Randzio-Plath,,,female,Germany,Ratibor,29/10/1940 12:00,,https://www.europarl.europa.eu/mepphoto/1192.jpg,,,,,,,https://data.europarl.europa.eu/person/1192
1193,Mr,Robert E.V.,Hersant,,,male,France,Vertou (Loire atlantique),31/01/1920 02:00,21/04/1996 12:00,https://www.europarl.europa.eu/mepphoto/1193.jpg,,,,,,,https://data.europarl.europa.eu/person/1193
1194,Mr,Jean-Thomas,Nordmann,,,male,France,Paris,16/02/1946 01:00,,https://www.europarl.europa.eu/mepphoto/1194.jpg,,,,,,,https://data.europarl.europa.eu/person/1194
1195,Mr,Jacques,Vernier,,,male,France,Paris,03/07/1944 12:00,,https://www.europarl.europa.eu/mepphoto/1195.jpg,,,,,,,https://data.europarl.europa.eu/person/1195
1196,Ms,Heinke,Salisch,,,female,Germany,Grevenbroich,14/08/1941 12:00,,https://www.europarl.europa.eu/mepphoto/1196.jpg,,,,,,,https://data.europarl.europa.eu/person/1196
1197,Ms,Ursula,Schleicher,,,female,Germany,Aschaffenburg,15/05/1933 01:00,,https://www.europarl.europa.eu/mepphoto/1197.jpg,,,,,,,https://data.europarl.europa.eu/person/1197
1198,Ms,Barbara,Schmidbauer,,,female,Germany,Berlin,15/11/1937 02:00,,https://www.europarl.europa.eu/mepphoto/1198.jpg,,,,,,,https://data.europarl.europa.eu/person/1198
1199,Mr,José Manuel,Torres Couto,,,male,Portugal,Porto,01/02/1947 01:00,,https://www.europarl.europa.eu/mepphoto/1199.jpg,,,,,,,https://data.europarl.europa.eu/person/1199
